IE_XML_ID;IE_NAME;IP_PROP101;IP_PROP169;IP_PROP170;IP_PROP103;IP_PROP104;IP_PROP105;IP_PROP106;IP_PROP113
3714;"Москва, Фирменный салон &quot;Европласт&quot; (ООО &quot;Декор&quot;) ";Нахимовский пр-т, д. 24, 2 этаж, павильон №3, салон 49/2;"ЦдиИ ""Экспострой на Нахимовском""";;"ООО ""Декор""";"Фирменный салон ""Европласт""";"+7 (495) 116-55-36; +7 (495) 116-55-37";salonn@decor-evroplast.ru;3109
3715;"Москва, Фирменный салон &quot;Европласт&quot; (ООО &quot;Декор&quot;) ";Нахимовский пр-т, д. 24, 1 этаж, павильон №3, салон 195;"ЦдиИ ""Экспострой на Нахимовском""";;"ООО ""Декор""";"Фирменный салон ""Европласт""";"+7 (495) 116-55-39; +7 (495) 116-55-40";nahim@decor-evroplast.ru;3109
3716;"Москва, Фирменный стенд &quot;Европласт&quot; (ООО &quot;Декор&quot;) ";Нахимовский пр-т, д. 24, 1 этаж, павильон №2, салон 158;"ЦдиИ ""Экспострой на Нахимовском""";;"ООО ""Декор""";"Фирменный стенд ""Европласт""";+7 (495) 116-55-41;shop@decor-evroplast.ru;3109
3717;Москва, Лепнина (ООО Нео-Классик) ;"Нахимовский пр-т, д. 24, строение 2 (1 этаж), Павильон №3, стенд А15; Павильон №3, стенд Е512";ТВК Экспострой;;ООО Нео-Классик;Лепнина;"А15: +7 (495) 116-55-76  +7 (985) 923-98-10;  Е512: +7 (495) 116-55-74  +7 (495) 116-55-75";neo-classik@yandex.ru;3109
3719;"Москва, Лепнина (ООО &quot;Сити-Декор&quot;) ";"Нахимовский пр-т, д. 24, ТВК ""Строй Сити""  1-ый этаж , пав. Ж-2";"ТВК ""Строй Сити""";;"ООО ""Сити-Декор""";Лепнина;"+7 (495) 980-90-19; +7 (495) 648-50-67";nahim@decolepnina.ru;3109
3722;НЕТ НАЗВАНИЯ ;;;;;;;;3152
3724;Альметьевск, Стройклуб (Статус Кво) ;ул.Объездная, д. 27, 1 этаж;магазин;;Статус Кво;Стройклуб;"+7 (987) 226-96-24; +7 (987) 270-12-67";zakaz@evroplast116.ru;3723
3725;"Набережные Челны , Архитектурный декор &amp;quot;Европласт&amp;quot; (Статус Кво) ";просп. Набережночелнинский, д. 56, подъезд 4, этаж 2;;"Напротив магазина ""Мегастрой"", новый город";Статус Кво;"Архитектурный декор ""Европласт""";"+7 (8552) 36-60-76; +7 (917) 870-21-72";Nch366076@yandex.ru;3329
3730;"Тверь, Интерьер центр &amp;quot;HOME DECOR&amp;quot; (ООО &amp;quot;ЕВРОПЛАСТ-ТВЕРЬ&amp;quot;) ";ул. Симеоновская, д. 1;;;"ООО ""ЕВРОПЛАСТ-ТВЕРЬ""";"Интерьер центр ""HOME DECOR""";"+7 (4822) 66-69-69; +7 (903) 694-99-11";sv2000ofis@mail.ru;3729
3731;НЕТ НАЗВАНИЯ ;;;;;;;;3182
3732;"Брянск, Магазин &quot;Карнавал красок&quot; (ООО &quot;Карнавал Красок&quot;) ";ул. Горбатова, 24 (1 этаж);;;"ООО ""Карнавал Красок""";"Арт-студия ""Карнавал Красок""";9208349874;dekobryansk@mail.ru;3118
3735;НЕТ НАЗВАНИЯ ;;;;;;;;3733
3737;"Петрозаводск, Салон интерьера «Стилиссимо&amp;quot; (ООО &amp;quot;Компания Стилиссимо&amp;quot;, ООО «Веал Строй»;) ";улица М.Горького, д. 23;Салон интерьера Стилиссимо;;"ООО ""Компания Стилиссимо"", ООО «Веал Строй»;";"Салон интерьера «Стилиссимо""";"+7 (8142) 59-59-66; +7 (921) 700-23-33";stilissimo10@mail.ru;3756
3739;"Омск, Салон &quot;Арт-Декор&quot; ТК &quot;Континент&quot; ";улица 70 лет Октября, д. 25, корп. 4 (2 этаж);"ТК ""Континент""";Строительный Континент;ИП Акулинская Ю.В.;Салон Арт-Декор;3812599600;artdecor-conti@mail.ru;3172
3744;Москва, CITY-декор (ИП Валиуллин Р.Н.) ;Тихорецкий бульвар, 1, корпус 5, 1 этаж, павильон № А-146;"Торговый комплекс ""Люблинское поле""";Здание справа от парковки, вход с квадратными оранжевыми столбами. Внутри после павильона с красками повернуть направо. Третий павильон слева.;ИП Валиуллин Р.Н.;CITY-декор;"+7 (495) 409-49-09; +7 (495) 785-34-37";6485664@mail.ru;3109
3748;Москва, Магазин ЛЕПНИНА (ИП Новиков Р.В.) ;"Московская обл., Одинцово, ул. Внуковская, 11, (9 км от Мкад по Минскому шоссе, ТЦ ""АКОС""), 1 этаж, пав. 20/5";"ТЦ ""АКОС""";;ИП Новиков Р.В.;Магазин ЛЕПНИНА;"9251550058; 9255000000; 9255060319";lepnina89@mail.ru;3109
3749;Калуга, Смеси40 (ИП Уланов В.С.) ;Грабцевское шоссе, 4Б, пав. 139;Городской Рынок Калуги, пом.13;Первый вход справа;ИП Уланов В.С.;Смеси40;+7 (910) 707-57-17;smesi.kaluga@yandex.ru;3143
3752;"Магнитогорск, Салон &quot;Декоратор&quot; (ИП Козлова Н.Б.) ";улица Советская, д. 160а, корп. 2, пав. 256;Торговый центр СтройДвор;Напротив кафетерия;ИП Козлова Н.Б.;Салон Декоратор;9128051260;ldsalon@mail.ru;3161
3754;"Пермь, Салон &quot;Декоративка&quot; ТЦ &quot;Парковый&quot; ";улица Трамвайная, д. 33, пав. 2;"ТЦ ""Парковый""";;"ЗАО ""Стройинтер""";"""Декоративка""";3422564110;;3182
3755;"Пермь, Салон &quot;Декоративка&quot; ТЦ &quot;Строймастер&quot; ";улица Ласьвинская, д. 37, пав. 1;"ТЦ ""Строймастер""";;"ЗАО ""Стройинтер""";"""Декоративка""";3422501534;;3182
3773;Йошкар-Ола, Декор Марий Эл (ИП Нестеров А.В.) ;улица Панфилова, д. 39, офис 106;;;ИП Нестеров А.В.;Декор Марий Эл;"+7 (8362) 32-69-56; +7 (917) 704-57-49";decor-mariel@mail.ru;3772
3831;"Сыктывкар, Интерьерный салон &quot;ДекоГрафф&quot; (ИП Шабалин А.Е.) ";улица Свободы, д.35/75;0;Пересечение улиц Свободы и Интернациональной;ИП Шабалин А.Е.;"Интерьерный салон ""ДекоГрафф""";"8212300169; 9222719970";dekograff@mail.ru;3830
3834;"Калининград, Салон &quot;Dom&Decor&quot; (ООО Скандинавская Мебель, ИП В.А. Федоров) ";Гвардейский проспект, д. 15, 1 этаж;здание «Союзгазавтоматика»;;"ООО ""Скандинавская Мебель"", ИП В.А. Федоров";Dom&Decor;"4012576175; 9632924835";salon2@dom-decor.com;3138
3835;Тула, Магазин ЛЕПНИНА  (И.П. Новиков Р.В.) ;ул. Коминтерна, д. 24 Д, корпус 2, этаж 2, пав. 217;"ТЦ ""Наш дом"" 2";;И.П. Новиков Р.В.;Магазин ЛЕПНИНА;"9255094511; 9207448366; 9255060319";lepnina89@mail.ru;3217
3836;"Самара, ООО &quot;Форрум&quot; ";улица Гая, д. 36, 1 этаж;;;"ООО ""Форрум""";магазин-склад FORROOM;8462029772;;3192
3842;Вильнюс, ЗАО Европластас (Europlastas UAB) ;Vilnius, S. Žukausko g.4;Салон лепнины Европласт;;Europlastas  /  Европластас;Europlastas  /  Европластас;"37067821777; 37060219556";europlastas@gmail.com;3841
3843;"Курган, ТЦ &quot;Пушкинский&quot;, Салон &quot;AP-DEKO&quot; ";улица Пушкина, д. 25 (2 этаж), образцы, витрина;ТЦ Пушкинский;слева от центрального входа;ИП Кисeлева Л.С.;"Салон интерьера ""АP-DEKO""";"3522600689; 9129797408";ar-deco2010@mail.ru;3481
6118;"Грозный, салон-магазин &amp;quot;Декор&amp;quot; (ИП Виситаев) ";улица Автурханова, д. 26;;;ИП Виситаев;"салон-магазин ""Декор""";"+7 (928) 002-84-87; +7 (928) 898-48-50";sanke@rambler.ru;3127
6121;"Гудермес, офис-склад &amp;quot;Декор&amp;quot; (ИП Виситаев) ";"г. Гудермес, Трасса Ростов-Баку, Трасса М29 ""Кавказ"" напротив АЗС Башлам";;Широта: 43°20?10.16?N (43.336155) Долгота: 46°6?34.25?E (46.109514);ИП Виситаев;"офис-склад ""Декор""";"+7 (928) 002-84-87; +7 (928) 965-64-62";sanke@rambler.ru;6119
6122;Вологда, Салон декора Европласт (ИП Николенко Е.М.) ;улица Сергея Преминина, д. 10, 1 этаж;ТЦ Омега;Отдельный вход с левого торца;ИП Николенко Е.М.;Салон декора Европласт;"+7 (8172) 71-30-96; +7 (981) 437-65-35";evroplast.35@mail.ru;3304
6134;Южно-Сахалинск, Азимут (ИП Иванов Е.А.) ;ул. Ленина, д. 254, корп.1;ТЦ Галерея;;ИП Иванов Е.А.;Азимут;4242500707;;6132
6141;"Симферополь, салон &amp;quot;Элит Дом&amp;quot; (ООО &amp;quot;Элит Дом&amp;quot;) ";пер. Сторожевой / Евпаторийское шоссе , д. 1/3, жилой дом, этаж 1;;;"ООО ""Элит Дом""";"салон ""Элит Дом""";"+7 (365) 256-32-66; +7 (978) 856-22-33";elitdom@ukr.net;6142
6143;"Симферополь, салон &amp;quot;Oikos&amp;quot; (ООО &amp;quot;Элит Дом&amp;quot;) ";улица Киевская, д. 179, жилой дом, офис №2;;;"ООО ""Элит Дом""";"салон ""Oikos""";+7 (978) 733-32-55;oikos-crimea@ro.ru;6142
6144;"Симферополь, салон &amp;quot;Spiver&amp;quot; (ООО &amp;quot;Элит Дом&amp;quot;) ";улица Киевская, д. 179-Б, жилой дом, офис № 3-4;;;"ООО ""Элит Дом""";"салон ""Spiver""";+7 (978) 856-22-44;ofic.elitdom@mail.ru;6142
6146;Курск, ООО Ремотделка (ИП Матвиенко В.В.) ;проспект Победы, д. 26, 1 этаж;Салон декоративных покрытий Ремотделка;;ИП Матвиенко В.В.;ООО Ремотделка;"+7 (4712) 39-77-22; +7 (4712) 39-77-23";info@remotdel-ka.ru;3154
6149;"Киев, БЦ &quot;Аполло&quot; (ООО &quot;Украинский дом декора&quot;) ";ул. Здолбуновская, 7 (4-й этаж);;;"ООО ""Украинский дом декора""";;"+38044 499 81 07; +38067 505 53 49";info@udd.com.ua;3251
6151;Москва, Декор Интерьер (ИП Бочкова И.С.) ;Ленинградское шоссе, д. 25, Family Room, этаж 2, стенд 1 ;Family Room;;ИП Бочкова И.С.;Декор Интерьер;"+7 (925) 702-32-30; +7 (916) 316-34-38";info@evroplast-mos.ru;3109
6152;Москва, Лепнина (ИП Будза С.В.) ;"МКАД (25км) Торговый комплес ""Конструктор"" (Вторая линия), павильон № Б 2.7";ТК Конструктор;;ИП Будза С.В.;Лепнина;"+7 (926) 460-89-22; +7 (903) 584-43-34";info@lepnostyle.ru;3109
6153;Москва, А9 (ИП Будза С.В.) ;"Новорижского шоссе, 9км, в сторону Николо-Урюпино, Поздняково. Строительный двор ""Петровский"", павильон № А9";Строительный двор Петровский ;;ИП Будза С.В.;А9;"+7 (906) 037-81-09; +7 (903) 584-43-34";info@lepnostyle.ru;3109
6155;"Москва, Магазин &amp;quot;Мир Керамики и Лепнины&amp;quot; (ИП Бабурина Н.В.) ";г. Подольск, ул. Большая Серпуховская, 229Б, подъезд 1-2-3, 1 этаж, пав.19;ТЦ Елисаветинский;;ИП Бабурина Н.В.;"Магазин ""Мир Керамики и Лепнины""";"+7 (925) 583-02-52; +7 (960) 308-51-52";aghenii71@mail.ru;3109
6163;Санкт-Петербург, Piterra Василеостровский (PITERRA) ;ул. Железноводская, д. 3, 1 этаж, секция 86;Строймаркет «Василеостровский»;;;PITERRA;8007070167;shop@piterra.ru;3196
6192;"Благовещенск , Cалон-магазин интерьерных решений &amp;quot;Deкор&amp;quot; (ООО &amp;quot;Декор&amp;quot;) ";ул.Октябрьская, 130;;;"ООО ""Декор""";"Cалон-магазин интерьерных решений ""Deкор""";"+7 (4162) 77-13-77; +7 (4162) 21-39-39";dekordeluxe@bk.ru;6191
6203;Великий Новгород, Салон «38 ПРЕДЛОЖЕНИЙ» (ИП Вакурова Л.М.) ;улица Псковская, д. 29, стенд 1;Собственное встроенное помещение;;ИП Вакурова Л.М.;Салон «38 ПРЕДЛОЖЕНИЙ»;+7 (911) 607-54-45;salon38@mail.ru;3299
6204;Казань, Декор - Европласт (Статус Кво) ;улица Горсоветская д. 33, 1 этаж;магазин-склад;Декор-Европласт;Статус Кво;Декор - Европласт;"9872263355; 9872701267";zakaz@evroplast116.ru;3260
6209;Смоленск, Европласт (ООО «Артхолл плюс») ;улица Маршала Жукова, д. 9;;;ООО «Артхолл плюс»;Малярный центр «Деруфа»,  салон «Европласт»;"4812388700; 9036496383";derufa-smolensk@yandex.ru;3338
6232;Кострома, Компания «Измерение» ;улица Шагова, д. 61 «А»;;;ИП Захаркина В.В.;Компания «Измерение»;4942456600;zakaz@newizmerenie.ru;3316
6234;"Красноярск, Интерьерный салон &quot;Палладио&quot; ";улица Молокова, д. 28, этаж 1;;;ИП Жижина Н.И.;"Интерьерный салон ""Палладио""";3912918618;baroccokrs@mail.ru;3152
6237;Курск, Оптово - розничный склад Ремотделка ;улица Павлуновского, д. 133, стр. 1 и 2;Оптово - розничный склад Ремотделка;;ИП Матвиенко В.В.;ООО Ремотделка;9102138285;info@remotdel-ka.ru;3154
6241;"Липецк, Салон &quot;Novita&quot;, ИП Костин ";улица Заводская площадь, д. 1 ;;"Мебельный салон ""Юнион""";ИП Костин;"Салон ""Novita""";9042979702;;3331
6242;"Липецк, Декор-Студия &quot;Кардинал&quot;, ИП Вострикова ";улица Нововесовая, д. 24;;;ИП Вострикова;"Декор-Студия ""Кардинал""";9103523676;;3331
6243;Липецк, ИП Шицько ;улица 50 лет НЛМК, стр. 17;Петровский рынок;;ИП Шицько;Петровский рынок, Торговый павильон № 353;9042983449;;3331
6254;"Пермь, ТЦ &quot;Радуга&quot;, ЗАО &quot;Стройинтер&quot; ";улица 1-я Красноармейская, д. 8, пав. 2;"ТЦ ""Радуга""";;"ЗАО ""Стройинтер""";"""Декоративка""";3422152434;;3182
6255;"Пермь, ТЦ &quot;Красивый Дом&quot;, ЗАО &quot;Стройинтер&quot; ";улица Соликамская, д. 313а, пав. 1;"ТЦ ""Красивый Дом""";;"ЗАО ""Стройинтер""";"""Декоративка""";3422009146;;3182
6256;Псков, ИП Александров улица Л. Поземского ;улица Л. Поземского, д. 92, пав. 1;Строительный рынок на Алмазной;;ИП Александров;;9062217117;;3318
6257;"Псков, ООО &quot;Пристань&quot; улица Л. Поземского ";улица Л. Поземского, д. 92, пав. 28;Строительный рынок на Алмазной;;"ООО ""Пристань""";;9062205225;;3318
6260;Уфа, Лепной Декор (ИП Розет А.Р.) ;Менделеева, д. 137, к.5, 1 этаж, бутик 2;"Торговый комплекс ""Новая Радуга""";напротив эскалатора,  линия обои;ИП Розет А.Р.;бутик лепной декор;"3472927328; 9870599811; 9373250157";zarina.ralova@bk.ru;3223
6264;"Дербент, ООО &amp;quot;ДЖЭН&amp;quot; (ООО &amp;quot;ДЖЭН&amp;quot;) ";улица Гагарина, д. 101а;;;"ООО ""ДЖЭН""";"ООО ""ДЖЭН""";+7 (87240) 4-34-37;firmadjen05@gmail.com;6263
6266;"Махачкала, ООО &amp;quot;ДЖЭН&amp;quot; (ООО &amp;quot;ДЖЭН&amp;quot;) ";улица Гамидова, д. 3а, цокольный этаж;;;"ООО ""ДЖЭН""";"ООО ""ДЖЭН""";"+7 (8722) 67-36-35; +7 (8722) 61-09-88";firmadjen05@gmail.com;6265
6267;"Махачкала, ДЦ &quot;Daniela villa Design&quot; ";улица Дахадаева, д. 58, 2 этаж;;;"ДЦ ""Daniela villa Design""";"ДЦ ""Daniela villa Design""";"9187344800; 9674002533";dvdesign@bk.ru;6265
6273;"Якутск, ИП Чугунов Д.Г. &quot;Дом обоев 44&quot; ";ул. Автострада 50 лет Октября, д. 1;;;ИП Чугунов Д.Г.;"""Дом обоев 44""";9248652344;dom_oboev_44@mail.ru;3239
6276;"Абакан, &quot;ЗОДЧИЕ&quot; на  Кирова (ИП Рожков С.Б.) ";улица Кирова, д. 112, этаж 1;;;ИП Рожков С.Б.;"""Зодчие""";3902287711;ninazodchi@mail.ru;3255
6294;"Сургут, Салон &quot;Архитектурный Декор&quot;, проспект Мира ";проспект Мира, д. 44/2;"Салон ""Архитектурный декор""";;"ООО ТК ""Архитектурный декор"" ИП Чащилов А.П.";"салон ""Архитектурный декор""";3462940040;galant379075@mail.ru;3209
6295;"Тюмень, склад-магазин &quot;Архитектурный декор&quot; ";улица Д.Бедного, д. 96, стр. 6, 1 этаж;Склад г.Тюмень;;"ООО ТК ""Архитектурный декор""   ";"склад-магазин ""Архитектурный декор""";3452390125;sklad_galant@mail.ru;3220
6306;"Нефтеюганск, Магазин &amp;quot;Art-Décor&amp;quot; (Сукиасян Артур Людвикович Индивидуальный предприниматель) ";улица Набережная, д. 16, 1 этаж;"Магазин ""Art-Décor""";;Сукиасян Артур Людвикович Индивидуальный предприниматель;"Магазин ""Art-Décor""";"+7 (3463) 22-09-35; +7 (3463) 22-20-66";artur231087@ya.ru;6305
6314;"Чита, ООО &quot;Респект ЛТД&quot; ";мкр. Геофизический, д.27, пав. 7;Строит рынок Солнечный;;"ООО ""Респект ЛТД""";Респект;3022457364;dmitry_respect@mail.ru;3235
6315;Чита, Магазин Респект , центральный склад ;улица Инструментальная, д. 1А;Магазин Респект , центральный склад;;"ООО ""Респект ЛТД""";Респект;3022203398;dmitry_respect@mail.ru;3235
6316;"Иваново, Декор-центр &quot;Арагон&quot; (ООО &quot;Феникс&quot;) ";улица Крутицкая, д.14а, 1 этаж;"Декор-центр ""Арагон""";;"ООО ""Феникс""";"Декор-центр ""Арагон""";"+7 (4932) 58-02-08; +7 (963) 152-96-18";aragondeco@mail.ru;3131
6317;"Якутск, &amp;quot;Антураж&amp;quot; (ИП Васильева Е.В.) ";улица Жорницкого, д. 35, этаж 3, пав. 307, стенд 2;"ТВК ""Строительный""";;ИП Васильева Е.В.;"""Антураж""";+7 (914) 271-41-12;Anturazh_ykt@mail.ru;3239
6322;Актау, салон Design Line, ТОО «Design Line» ;мкр.11, д.2, кв.7/8, 1 этаж;Жилой дом;;ТОО «Design Line»;салон Design Line;7051481787;region1@premiera.kz;3687
6324;Алматы, Салон Премьера (TOO Evolution Technologies) ;ул.Абдуллиных, д.64 (шестиэтажное здание, 1 этаж), индекс 050010;;угол ул.Богенбай батыра;TOO Evolution Technologies;Салон Премьера;"+7 (707) 212-77-17; +7 (7272) 22-10-55";info@premiera.kz;3310
6337;"Петропавловск, Студия Дизайна &quot;Декор&quot; (ТОО Дисконт-Север) ";ул.Партизанская, д.109, 1 этаж;;;ТОО Дисконт-Север;"Студия Дизайна ""Декор""";7773192321;region2@premiera.kz;6336
6342;Бельцы, ООО Элит Интериор, ул. Паровозная, д. 4 ;ул. Паровозная, д. 4;строительный рынок Твой Дом;;ООО Элит Интериор;Маг. Elita Décor;"37368177796; 37323122288";decorru@yandex.ru;3678
6343;Кишинев, ООО Элит Интериор, ул. Александру чел Бун ;ул. Александру чел Бун, д. 108/1;Маг. Elita Décor;;ООО Элит Интериор;Маг. Elita Decor;"37322838500; 37368822241";decorru@yandex.ru;3297
6345;Кишинев, ООО Элит Интериор, ул. Каля Басарабией ;улица Каля Басарабией, д. 4;Т.К. Амир;;ООО Элит Интериор;Маг. Elita Decor;"37322780047; 37368177144";decorru@yandex.ru;3297
6350;Таллин, AVDS Group Ltd. ;улица Kadaka tee  /  Кадака тее, 70С, этаж 2;Торговый центр (мебель, отделочные материалы);;AVDS Group Ltd.;Салон обоев и декора FiestaDesign;37255511090;info@fiestadesign.ee;6349
6352;Калуга, Керамика Люкс (ИП Журавченков C.А.) ;улица переулок Воскресенский, д. 29;;;ИП Журавченков C.А.;Керамика Люкс;"+7 (4842) 79-54-84; +7 (4842) 59-13-38";keramika_lux@mail.ru;3143
6353;"Псков, ООО &quot;Пристань&quot; МЕЗАНИН ";улица Яна Райниса, д. 53;;;"ООО ""Пристань""";МЕЗАНИН;9062219919;;3318
6354;"Псков, ООО &quot;Эклектика Плюс&quot;  КАПАРОЛЦЕНТР ";улица Юбилейная, д. 32, пом.2008;;;"ООО ""Эклектика Плюс"" ";КАПАРОЛЦЕНТР;8112581515;;3318
6406;"Москва, &amp;quot;Дом лепнины&amp;quot; (ИП Горбаченко К.А.) ";"Ленинский район, СП Совхоз им. Ленина, МКАД (25 км), Торговый комплес ""Конструктор"", владение 4, строение 3, пав. Б2.17";ТК Конструктор;;ИП Горбаченко К.А.;"""Дом лепнины""";"+7 (925) 079-85-22; +7 (929) 968-20-68";domlepnina@mail.ru;3109
6407;Москва, Декор Интерьер (ИП Бочкова И.С.) ;"г.Реутов, а/м Москва-Н.Новгород, владение 19А, Павильон 1-""А"" (1 этаж)    ";"ТК ""Владимирский Тракт""";;ИП Бочкова И.С.;Декор Интерьер;"+7 (967) 280-99-96; +7 (925) 334-49-33";bochkovai@mail.ru;3109
6408;"Москва, ТЦ &quot;Город&quot; (ИП Бочкова И.С.) ";ул. Рязанский проспект, д.2, корпус 3, пав. 128;"ТЦ ""Город""";ТЦ ЛЕРУА МЕРЛЕН;ИП Бочкова И.С.;" ""Дом Лепнины"" павильон №128";"9672809996; 9163163438";bochkovai@mail.ru;3109
6416;Москва, Волоколамское шоссе (ИП Каюмов А.А.) ;Волоколамское шоссе вл. 116 стр.1;;;ИП Каюмов А.А.;ЕВРОПЛАСТ;9269079882;sale@lepnina-tushino.ru;3109
6428;Москва, п. Селятино (ИП Налбантов И.А.) ;51й км Киевского шоссе, п.Селятино, 1-й этаж, павильон Д-10;Селятино;;ИП Налбантов И.А.;Лепные Декоры ;89258882151;;3109
6522;Кострома, Салон - Стильный дом (ООО «Салон - Стильный дом») ;улица Ивана Сусанина, д. 54/17;;;ООО «Салон - Стильный дом»;Салон - Стильный дом;"4942470007; 9536463821";ssdom-kostroma@mail.ru;3316
6523;"Нижний Новгород, ООО &quot;ИнтерСтрой&quot;, Интерьерный салон &quot;Интерстрой&quot; ";улица Белинского, д. 11/66, 1 этаж;;Напротив парка Пушкина;"ООО ""ИнтерСтрой""";"Дилерский центр ""ИнтерСтрой"", Оптово-розничный склад ";"8312780314; 9036021230";decor@interstroy-nn.ru;3163
6524;"Псков, ООО &quot;Эклектика Плюс&quot;  улица Л. Поземского ";улица Л. Поземского, д. 92, пав. 2;Строительный рынок на Алмазной;;"ООО ""Эклектика Плюс"" ";;"9062216996; 9602226552";eklektika-pskov@yandex.ru;3318
6527;Тамбов, Клондайк ;улица Б. Энтузиастов, д. 1 Г;"ТЦ ""Улей Строй""";;Клондайк;Клондайк;89202339907;;3211
6530;Бугульма , DAVINCI (ИП Ерохин Владислав Викторович) ;улица Герцена, д. 107Г (1 этаж);;;ИП Ерохин Владислав Викторович;DAVINCI;"9061222889; 9600893976";erlider@mail.ru;6529
6537;"Старый Оскол, Архдекор (ООО &quot;Европласт Оскол&quot;) ";мкрн. Дубрава, д. 3, этаж 2;Строймаркет;;"ООО ""Европласт Оскол"" АрхДекор";Архдекор;9038850022;;3374
6568;"Кинешма, Декор-центр &amp;quot;Арагон&amp;quot; (ООО &amp;quot;Феникс&amp;quot;) ";улица Комсомольская, д. 18, этаж 2;;;"ООО ""Феникс""";"Декор-центр ""Арагон""";+7 (920) 342-31-96;aragon37@mail.ru;6567
6569;"Стерлитамак, Салон &quot;ДЕКОРАМА&quot; (ИП Калашников А.В.) ";улица 23 Мая, д. 59, 1 этаж, стенд;;напротив мебельной фабрики Антарес, рядом магазин Молоток;ИП Калашников А.В.;"Салон ""ДЕКОРАМА""";"3473268740; 9173555261";dekoramasalon2@gmail.com;3207
6571;"Уральск, магазин &quot;DECOROOM&quot; (ИП Cube Studio) ";ул.Шолохова, д.13Д, 2 этаж, индекс 090000;"ТЦ ""Palladium""";;ИП Cube Studio;"магазин ""DECOROOM""";7753702190;region1@premiera.kz;3689
6575;Октябрьский, Гарелея Интерьеров (ИП Перцева Г. М.) ;улица Губкина, д. 15, этаж 1;;;ИП Перцева Г. М.;Гарелея Интерьеров;9273016780;almuhametova.elv@yandex.ru;6533
6576;"Октябрьский, &quot;Студия комфорта&quot; (ИП Колесникова Н.Н..) ";улица Свердлова, д. 16, 1 этаж;;;ИП Колесникова Н.Н.;"""Студия комфорта""";"9371529429; 9272370107";st-komforta@mail.ru;6533
6577;"Октябрьский, ТЦ НАРЫШЕВО (ООО &quot; Роял&quot;) ";улица 8 Марта, д. 9A, этаж 1;;;"ООО "" Роял""";ТЦ НАРЫШЕВО;73476744950;irbik07@mail.ru;6533
6579;"Псков, ООО &quot;Эклектика Плюс&quot;  улица Л. Поземского ";улица Л. Поземского, д. 92, пав. 28А;Строительный рынок на Алмазной;;"ООО ""Эклектика Плюс"" ";;9602258327;;3318
6580;Великий Новгород, Салон «38 ПРЕДЛОЖЕНИЙ» (ИП Вакурова Л.М.) ;улица Мира, д. 34/11, этаж 2, стенд 3;Собственное встроенное помещение;;ИП Вакурова Л.М.;Салон «38 ПРЕДЛОЖЕНИЙ»;9116075445;salon38@mail.ru;3299
6673;"Мытищи, &quot;Дом-декора&quot; (ИП Кулебякина Т.В.) ";г. Мытищи, ул. Большая Тарасовская, д. 111, строение 11  (11км Ярославского шоссе), пав. 22;ТК Тарасовка;;ИП Кулебякина Т.В.;"""Дом-декора""";4955850042;tatiana16.11.08@mail.ru;3109
6688;"Брянск, ТЦ &quot;Аэропарк&quot; (ИП Кощенков Д.Е.) ";улица Объездная, д. 30, этаж 2;"Торговый центр ""Аэропарк""";Мебель Холл;ИП Кощенков Д.Е.;"салон ""Империя Декора""";"4832309957; 4832309957";imperiya_dekora32@mail.ru;3118
6693;"Ереван, ExteriorGroup-1 (ООО &quot;Экстериер Групп&quot;) ";пр. Комитаса , д. 3/104;ExteriorGroup-1;;"ООО ""Экстериер Групп""";"сетевые магазины ""Экстериер Групп""";"37410222801; 37410222801";exterior-s@mail.ru;6692
6694;"Ереван, ExteriorGroup-2 (ООО &quot;Экстериер Групп&quot;) ";пр. Комитаса , д. 3/122;ExteriorGroup-2;;"ООО ""Экстериер Групп""";"сетевые магазины ""Экстериер Групп""";"37410270112; 37410270112";;6692
6695;"Ереван, ExteriorGroup-3 (ООО &quot;Экстериер Групп&quot;) ";ул. Рубинянца, д. 15/3;ExteriorGroup-3;;"ООО ""Экстериер Групп""";"сетевые магазины ""Экстериер Групп""";"37410205667; 37496205667";;6692
6696;"Ереван, ExteriorGroup-4 (ООО &quot;Экстериер Групп&quot;) ";ул. Нар-Дос, д. 75/164;ExteriorGroup-4;;"ООО ""Экстериер Групп""";"сетевые магазины ""Экстериер Групп""";"37410550477; 37496517705";;6692
6697;"Ереван, ExteriorGroup-5 (ООО &quot;Экстериер Групп&quot;) ";ул. Вардананца, д. 22 176/1;ExteriorGroup-5;;"ООО ""Экстериер Групп""";"сетевые магазины ""Экстериер Групп""";37496202701;;6692
6698;"Ереван, ExteriorGroup-6 (ООО &quot;Экстериер Групп&quot;) ";ул. Аршакуняца, д. 210/1;ExteriorGroup-6;;"ООО ""Экстериер Групп""";"сетевые магазины ""Экстериер Групп""";"37410486700; 37410486700";;6692
6699;"Ереван, ExteriorGroup-7 (ООО &quot;Экстериер Групп&quot;) ";ул. З.Андраника, д. 147/2;ExteriorGroup-7;;"ООО ""Экстериер Групп""";"сетевые магазины ""Экстериер Групп""";"37411721535; 37496705509";;6692
6700;"Ереван, ExteriorGroup-8 (ООО &quot;Экстериер Групп&quot;) ";ул. Аршакуняца, 17А 229;"ExteriorGroup-8 торговый центр ""Петак""";;"ООО ""Экстериер Групп""";"сетевые магазины ""Экстериер Групп""";37499572001;;6692
6701;Ереван, Давид Анахти (Валан Декор студия) ;ул. Давид Анахти, д. 23/10;;;Валан Декор студия;магазин студия;"37460543512;  37496004081";valandekor@gmail.com ;6692
